Chunk ID,Source File,Extracted Text
c5d497a1-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"Understanding BusinessDescriptionNotes
Background
-Business Drivers, Key Issues in 
IT as business enabler?
As the church scales bigger in recent few years, 
managing all the congregation and people inside it 
requires a system. In order to keep good service, we can’t 
add people to scale anymore. We need a system to 
tackle with this issue
Value
-High Level Benefits, Cost and 
Risks to achieve above?
Technology platform enables reachability. Many medium-
to-large scale church unable to sustain because it is 
impossible to reach them one-to-one personally. 
Meanwhile, technology enables for people to connect with 
the church
The cost plan can be 
designed based on the 
organization needs. Either 
using in-house developer or 
outsource development 
services.
Solution
-Potential Range of Solutions 
that you like to explore?
Develop an information management system to digitalize 
all church activities into a mobile application and CMS for 
administrator and operators
Stakeholders"
c5d497a2-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"that you like to explore?
Develop an information management system to digitalize 
all church activities into a mobile application and CMS for 
administrator and operators
Stakeholders
-Who the stakeholders in the 
relation to value?
Mainly, the operational will be done by each division in 
the organization, especially the staffs that handle the 
inquiry from the users."
c5d497a3-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"Bible API 
Services
Payment 
Gateway & Bank 
Aggregator
3
rd
party service 
providers (email, 
OTP SMS, 
Whatsapp)
Maintain availability 
for church ministry 
through technology
Help user to get 
access to the church
Technology 
robustness and 
availability
Ensure that users 
are spiritually 
healthy and 
growing
Provide content 
and services to 
guide user in their 
spiritual journey 
and growth
Church can provide 
the services that 
user need (baptism, 
holy matrimony, 
prayer, counseling, 
etc.)
Establish 
relationship with 
the congregation 
and maintain 
chruch reputation 
& trust
Social media
Website
Mobile 
Application
Christian / 
Believer
Church visitor
Mostly focuses 
on young users. 
68% of the users 
are under 30 
years old
Tithe / Donation
Christian E-books sales
Digital Infrastructure, mainly servers and data 
storage"
c5d497a4-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"Value Proposition Canvas
Users can use 
mobile 
application to 
connect with 
the church 
and its people
Users can get 
help and 
ministry from 
the church 
from using 
the app
Any tedious paperwork for church 
ministry can be reduced, and ease 
users without having to do printings
User can do seat booking within the 
church, and guaranteed having seats 
when they come to the Sunday 
service
Users canconnect with 
people within the app, 
when it’s hard to connect 
with people in Sunday 
services
Free to use as well and no 
monetization in the app
Users have to 
download and sign 
up to use the whole 
functionality of the 
app. 
Provide and fill 
their personal 
information
Users might 
not be 
familiar with 
the UX of 
the app
App is hard 
for elders
Give users the latest 
information about 
programs and events
Provide exclusive 
contents and 
functionality in the app
The app will store all history, 
documents in centralized approach

Gap Analysis on IT 
Architecture Quality 
02"
c5d497a5-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"Gap Analysis on IT 
Architecture Quality 
02

Architecture Assessment
Types of Architecture
1
Business Architecture
2
Application Architecture
3
Data Architecture
4
Technology Architecture
Quality Aspects
1
Reliability
2
Availability
3
Serviceability
4
Performance
5
Scalability
6
Interoperability
7
Flexibility
8
Security

Organization Focus Point
NDC focuses on availability & 
reliability. The assessment 
pinpoints more from both aspect

Overview Architecture Assessment
Types of Architecture
1
Business Architecture
2
Application Architecture
3
Data Architecture
4
Technology Architecture
Quality Aspects
1
Reliability
2
Availability
3
Serviceability
4
Performance
5
Scalability
6
Interoperability
7
Flexibility
8
Security
Can be improved
Require Attention
Critical"
c5d497a6-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"Application Architecture
Serviceability Issue
NDC Application runs on so many types of devices and operating systems, with different versions. 
Maintaining a robust app is a challenging with vast of mobile environment. Especially, it runs on a 
cross-platform technology (React Native)
Device #1
Android Xi*oMi
Feature #1 
Feature #2 
Feature #3 
Feature #4 
Device #2
Android R*alMi
Feature #1 
Feature #2 
Feature #3 
Feature #4 
Device #3
iOS 15.1
Feature #1 
Feature #2 
Feature #3 
Feature #4 
Device #4
iOS 16.1
Feature #1 
Feature #2 
Feature #3 
Feature #4"
c5d497a7-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"Data Architecture
TaskStatusNote
Optimize Query Execution
PartialOnly implemented in some of the system
Use of Index
None
Constraint Optimization
None
Remove Foreign Key
Done
De-normalize table with many joins
PartialSome table with complex data is stored within a single 
table.
Data Distribution (Clustering)
NoneLack of resource, overkill implementation
Split Database per Service
Done
Caching
DoneUsing database caching to reduce query usage
Improve Hardware for Database
Not PlannedBecause the database runs above virtualization
Performance Assessment
This is simple assessment based on a personal judgement, using a https://hackernoon.com/10-ways-
to-optimize-your-database-zz2q3753as reference"
c5d497a8-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"Technology Architecture
Interoperability Issue
Current implementation of technology makes it hard to opt out from certain vendor service. Although 
changing service providers are rarely done, but organization needs to prepare for it when the time 
comes
Backend
Interface
Interface makes it possible to 
switch providers easily
(One of SOLIDPrinciple)

Technology Architecture
Security Issue –Level Critical
No role based access control that manage responsibility and role management for each team 
member. Currently, teams (DevOps and Data Engineer) that have access to deployment can do 
anything they want, even destroy the whole infrastructure 
Service #1Service #2
Kubeconfig
file
Service #3Service #1Service #2
Kubeconfig
file
Service #3
Kubeconfig
file
vs"
c5d497a9-53eb-11f1-bd43-c77e38e89e5a,0 - Final Assignment - Kevin Hobert.pdf,"Technology Architecture
Serviceability Issue
K8s is a complex technology that requires a lot of configuration to run properly. Without proper management, 
there will be many availability issues
No gateway switch / backup when the Kubernetes service is down
Service #1
Service #2
If docker routing system is down, 
the services can’t be accessed
Intermediary Gateway is required to redirect 
traffic direct to service when k8s is offline
User
Traffic

CRÉDITOS:Esta plantilla para presentaciones es una creación de Slidesgo, e incluye iconos 
de Flaticon, infografías e imágenes de Freepiky contenido de Sandra Medina
Thanks!
Any inputs are appreciated! If you have 
questions, let me know please! ☺"
c89ba6e0-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"Technology, Media & Telecommunications Practice
How telcos can succeed in 
launching new businesses 
beyond connectivity
A quarter of operators’ new ventures struggle. Understanding what  
underpins the success of different business archetypes and selecting 
the right business-building approach can help ensure that more  
flourish. 
February 2022
© simarik/Getty Images
This article was a collaborative effort by Shamik Bandyopadhyay, Fan Gao, Ozzy Gdalevitch, Nimal Manuel, 
and Pallav Jain, representing views from McKinsey’s Technology, Media & Telecommunications Practice."
c89ba6e1-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"The barriers that once hampered efforts by 
telco companies to launch new ventures beyond 
connectivity are weakening, offering them the 
chance to begin what, for many, is the essential 
task of regaining growth. New business-building, 
however, is not proving particularly easy. A recent 
McKinsey survey of 50 senior executives (CxOs) 
from telco companies around the world showed 
that 77 percent had embarked on more than five 
business-building initiatives over the past ten 
years. Some of these businesses are clearly newer 
than others. Nevertheless, while half of the CxOs 
estimated that their new businesses were showing, 
on average, healthy profits, a quarter said the 
initiatives were not yet profitable, while another 
quarter had net profitability of less than 10 percent.
Our research and industry analysis suggest how the 
odds might be improved. It entails understanding 
the factors that underpin the success of different 
business archetypes that go beyond telco operators’"
c89ba6e2-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"odds might be improved. It entails understanding 
the factors that underpin the success of different 
business archetypes that go beyond telco operators’ 
core activities, helping them select the archetype 
that will confer maximum competitive advantage. 
And it involves selecting the right approach to 
building a new business to help ensure it flourishes. 
The growth imperative
Despite the huge capital investments made by 
operators to keep pace with successive waves of 
new technology over the past decade, their core 
business has become increasingly commoditized 
and growth has slowed. Instead, most of the 
value created in the industry has been captured 
by so-called edge players—those manufacturing 
handsets, developing apps, building infrastructure, 
or providing streaming or other digital services. 
Exhibits 1-3 show the extent to which telco 
operators—those providing the connectivity upon 
which other industry participants depend—lost"
c89ba6e3-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"or providing streaming or other digital services. 
Exhibits 1-3 show the extent to which telco 
operators—those providing the connectivity upon 
which other industry participants depend—lost 
more and more ground with the introduction of 3G 
and then 4G technology. The performance gap with 
the big streaming and digital service companies, 
the likes of Netflix, Amazon, Facebook and Apple, 
is particularly wide, whether measured by revenue, 
earnings, or market capitalization (Exhibit 4).
Aware of their predicament, operators around the 
world are exploring ways to reignite growth. The 
core business still offers many such opportunities, 
be that by creating a digital attacker to capture 
underserved customer segments, for example, 
or launching new businesses to monetize 5G 
use cases.¹ Yet many operators are also seeking 
to establish new businesses that reach beyond 
connectivity.
Driving new opportunities
Two shifts in the industry are facilitating telcos’"
c89ba6e4-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"use cases.¹ Yet many operators are also seeking 
to establish new businesses that reach beyond 
connectivity.
Driving new opportunities
Two shifts in the industry are facilitating telcos’ 
expansion into new business areas beyond 
connectivity.
1. Market structure. One of the key advantages 
enjoyed by tech companies has been their 
global reach. Netflix, for example, can be 
streamed in more than 190 countries and Uber 
provides ride-hailing services in more than 
70. In comparison, operators’ market reach 
has been more limited given the necessary 
infrastructure and investments. Today, however, 
as the market for digital services matures, more 
companies are emerging that offer alternative or 
additional services to those offered by the global 
giants, catering to local tastes and preferences. 
Regionally focused super apps such as Careem 
in the Middle East and Rappi in Latin America, 
for example, offer a range of services and have"
c89ba6e5-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"giants, catering to local tastes and preferences. 
Regionally focused super apps such as Careem 
in the Middle East and Rappi in Latin America, 
for example, offer a range of services and have 
gained a substantial following (48 million and 10 
million active users respectively). And in India, 
where there are 22 official languages, numerous 
new video streaming services now offer local-
language content. Global reach is no longer a 
prerequisite of success for a telco wishing to 
expand beyond connectivity.
2. Technological know-how. For many years, telcos 
were playing catchup when it came to their 
1
 A battle plan for telcos’ digital attackers brands, McKinsey, March 5, 2021; Ferry Grijpink, Jesper Larsson, Alexandre Ménard, and Konstantin 
Pell, Unlocking the value of 5G in the B2C marketplace, McKinsey, November 5, 2021.
2How telcos can succeed in launching new businesses beyond connectivity"
c89ba6e6-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"Exhibit 1 
Despite making huge capital investments to keep pace with 3G and 4G technology, 
operators have created less and less value in the last decade.
Index = 100, Dec, 2010–Dec, 2020, (Local currency)
1
Analysis includes TSR (2010-2020 if not otherwise indicated) of the following companies: Telco US: AT&T, Verizon, T-Mobile (2013-2020); Europe: Deutsche 
Telekom, Telefonica, BT Group, Orange, Vodafone, TIM, Telenor, Vivendi; LATAM: America Movil, TEF Brazil; ME: Ooredoo, STC, Etisalat, EITC, Zain, Bezeq, 
Omantel, Turkish Telecom, Turkcell; OTT/Hyperscalers: Facebook (2012-2020), Apple, Amazon, Netix, Alphabet, Tencent, Microsoft; InfraCo: Crown Castle, 
American Tower, SBA, Cellnex (2015-2020), Chorus Ltd (2011-2020), ICT: Accenture, Cognizant, Capgemini
Source: McKinsey analysis, CapitalQ
Despite making huge capital investments to enable 3G and 4G technology, 
operators have created less and less value in the last decade"
c89ba6e7-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"Source: McKinsey analysis, CapitalQ
Despite making huge capital investments to enable 3G and 4G technology, 
operators have created less and less value in the last decade 
Avg. TSR trend for telcos and other industry players1Median TSR CAGR %1
1400
1200
1000
800
600
400
200
OTT/hyperscalers
InfraCo
ICT
Telco US
Telco LATAM
Telco EU
Telco ME
Last 10 yrs
30%
17%
16%
10%
5%
2%
5%
Last 5 yrs
34%
21%
10%
10%
10%
-5%
0%
Last 3 yrs
39%
20%
10%
8%
5%
-11%
1%
20101112131415161718192020
Exhibit 2 
Over the last several years, global telcos have significantly underperformed both the broad 
global markets as well as other sectors.
MSCI Total Shareholder Returns (TSR), %, USD-based
Source: Capital IQ
Over the last several years, global telcos have signicantly underperformed 
both the broad global markets as well as other sectors.
200
180
2023
100
120
140
160
+143%
+97%
+90%
+87%
+111%
+28%
181920212022
2015
220
240
260
280
The telco sector as a whole 
has achieved 
just 28% TSR"
c89ba6e8-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"both the broad global markets as well as other sectors.
200
180
2023
100
120
140
160
+143%
+97%
+90%
+87%
+111%
+28%
181920212022
2015
220
240
260
280
The telco sector as a whole 
has achieved 
just 28% TSR 
growth in the last 7 years
 
This compares to 111% for 
the overall MSCI Index, 
including telcos 
The dierence is driven by 
both actual nancial per-
formance and investor 
growth expectations 
long-term
Comments
•
•
•
WorldHealth careIndustrialsFinancialsConsumer discr.Telecom
1716
3How telcos can succeed in launching new businesses beyond connectivity"
c89ba6e9-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"Exhibit 3 
With telcos unable to fully monetize their required spending on new network 
infrastructure, the industry’s returns have consistently fallen. 
ROIC including Goodwill minus WACC¹, %, n = 111 global Telcos
¹ROIC (Return on Invested Capital) excluding Goodwill minus WACC (Weighted Average Cost of Capital) would show a -9% p,a. decline
 from 25% in 2010 to 10% in 2020
 Source: Capital IQ
With telcos unable to fully monetize their required spending on new network 
infrastructure, the industry’s returns have consistently fallen.
Telco ROIC is now barely 
higher than WACC and 
falling
This has been caused by 
high and rising require-
ments to invest CAPEX in 
new network infrastructure 
(e.g., 5G, FTTP)
Competition and regulatory 
actions have not allowed 
telcos to fully o set these 
costs through price rises
Comments
•
•
•
-23% p.a.
9%
9%
7%
6%
6%
5%
4%
3%
2%
3%
1%
20102011201220132014201520162017201820192020
Exhibit 4"
c89ba6ea-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"actions have not allowed 
telcos to fully o set these 
costs through price rises
Comments
•
•
•
-23% p.a.
9%
9%
7%
6%
6%
5%
4%
3%
2%
3%
1%
20102011201220132014201520162017201820192020
Exhibit 4 
On several measurements, the growing performance gap between telco operators 
and big tech companies is stark. 
1
Top 25 global operators by revenue in 2020, excluding private companies. Includes AT&T, Verizon, Deutsche Telekom, China Mobile, NTT, T-Mobile, China 
Telecom, Telefónica, Orange, América Móvil, Vodafone Group, KDDI, China Unicom, Softbank Corp, NTT DOCOMO, BT Group, KT, Telecom Italia, BCE, SK 
Telecom, Telstra, STC, Telenor, Etisalat, Swisscom
²Facebook, Amazon, Apple, Netix, Google, Baidu, Alibaba, Tencent
On several measures, the growing performance gap between telco operators 
and big tech companies is stark
Revenue, $BEBITDA, $BMarket cap, $B
1,270
1,6342,505
89%
11%
FY 2010FY2015FY2020
71%
29%
54%
46%
415483687
FY 2010FY2015FY2020FY 2010FY2015FY2020
91%
9%
71%
29%
59%
41%"
c89ba6eb-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"and big tech companies is stark
Revenue, $BEBITDA, $BMarket cap, $B
1,270
1,6342,505
89%
11%
FY 2010FY2015FY2020
71%
29%
54%
46%
415483687
FY 2010FY2015FY2020FY 2010FY2015FY2020
91%
9%
71%
29%
59%
41%
2,0243,7979,105
68%
32%
41%
59%
18%
82%
Top 25 global
telcos
Top 8 listed tech
companies
4How telcos can succeed in launching new businesses beyond connectivity"
c89ba6ec-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"tech capabilities, not least because leading 
tech players had their pick of the top technical 
talent required to build innovative solutions. 
But technological know-how should no longer 
be a barrier to operators wanting to build new 
digital businesses. Outstanding talent is of 
course still in high demand and cutting-edge 
innovation depends upon it. But more general 
tech skills, if not yet ubiquitous, are not as scarce 
as they once were. Moreover, today’s tools and 
software make it much easier to develop digital 
services. A handful of developers can build and 
release an app in a matter of months—a task that 
might otherwise have required far larger teams 
featuring the very best technical talent. 
This altered market landscape gives operators 
the chance to deploy several important assets 
in the building of new, noncore businesses. Their 
established customer base gives them a broad 
range of data such as call history, app usage, data"
c89ba6ed-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"the chance to deploy several important assets 
in the building of new, noncore businesses. Their 
established customer base gives them a broad 
range of data such as call history, app usage, data 
consumption and payment history for millions 
of customers and often for entire households. 
That data—and the accompanying customer 
relationships—often stretches back years, as 
many customers tend to remain loyal to a single 
operator. The result is rich information on which 
to build accurate consumer profiles, behavioral 
predictions, and thousands of microsegments, 
boosting targeted marketing efforts and decreasing 
customer acquisition costs. Indonesia’s Telkomsel, 
the largest mobile operator in Southeast Asia, runs 
50-plus analytical models every month to identify 
the best way to interact with its customers and 
propose relevant offers. 
Telco operators’ established distribution channels, 
whether they be owned stores, partner/vendor 
stores, e-commerce channels, or channels with"
c89ba6ee-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"propose relevant offers. 
Telco operators’ established distribution channels, 
whether they be owned stores, partner/vendor 
stores, e-commerce channels, or channels with 
major e-commerce players such as Amazon and 
Rakuten, are also an advantage. Some operators in 
developed markets have more than 3,000 stores 
each, for example. Their well-recognized, strong 
brands are advantageous too. These assets—
distribution channels and brands—will stand telcos 
in good stead, particularly when bringing new 
services to market.
Three business archetypes
Against this backdrop, we see companies building 
three main types of new, noncore businesses. 
Data analytics businesses. Some companies are 
leveraging their data from customer interactions 
to offer big data services, business insights, and 
data consultancy services to corporate clients. 
Anonymized and aggregated data can, for example, 
help retailers understand the duration and 
frequency of physical and online store visits, or"
c89ba6ef-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"data consultancy services to corporate clients. 
Anonymized and aggregated data can, for example, 
help retailers understand the duration and 
frequency of physical and online store visits, or 
government departments plan road traffic controls. 
Telkomsel has built a large data analytics business 
that serves various customers, including those in 
retail, banking, and even telecom. Product offerings 
include geolocation insights, predictive analytics, 
predictive customer insights, and credit scoring. 
Ecosystem businesses. Some telco companies are 
building portfolios of digital service businesses that 
not only drive new revenue but also reinforce the 
core business. One such example is the ecosystem 
built by Turkish mobile operator Turkcell. Its digital 
services portfolio now includes Paycell, a leading 
payments platform in Turkey, and BiP, a messaging 
super app that serves as a gateway for other 
Turkcell and third-party apps and services such as"
c89ba6f0-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"services portfolio now includes Paycell, a leading 
payments platform in Turkey, and BiP, a messaging 
super app that serves as a gateway for other 
Turkcell and third-party apps and services such as 
news, entertainment, and gaming. In 2021, Turkcell’s 
digital and financial services generated more than 
$150 million in stand-alone revenues, accounting 
for 8 percent of total revenues. At the same time, 
mobile churn fell by between 5 and 12 percent, while 
the average revenue per user among active users 
across all services rose between 5 and 10 percent. 
Telkomsel leveraged its data analytics platform to 
make an ecosystem play across gaming, media 
streaming, and loyalty points. Globe, a Filipino 
operator, has also developed a successful 
ecosystem business, though one that is more 
focused. Launched in 2015, its Mynt subsidiary 
aims to be a one-stop, mobile solutions shop for all 
financial needs, offering wallet, payment, loan, and"
c89ba6f1-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"ecosystem business, though one that is more 
focused. Launched in 2015, its Mynt subsidiary 
aims to be a one-stop, mobile solutions shop for all 
financial needs, offering wallet, payment, loan, and 
credit services. Today it is valued at more than $2 
billion. 
5How telcos can succeed in launching new businesses beyond connectivity"
c89ba6f2-53eb-11f1-bd43-c77e38e89e5a,0 - how-telcos-can-succeed-in-launching-new-businesses-beyond-connectivity (1).pdf,"Marketplace businesses. Marketplace businesses 
are either e-commerce trading platforms that 
earn the telco revenue from goods it sources 
and sells itself or in partnership with retailers, or 
from the commission it earns on transactions. SK 
Telecom’s 11Street is the third-largest e-commerce 
player in South Korea by gross merchandise value, 
with revenue from multiple categories of goods 
accounting for 5 percent of SK Telecom’s total 
annual revenue in 2020. Here too, the business is 
used to strengthen SKT’s core offering by providing 
special discounts and benefits to SKT subscribers. 
Selecting the right archetype
New businesses that go beyond core telco activities 
require certain market conditions to thrive. They 
also require that operators have a certain position in 
the market along with certain capabilities (Exhibit 5). 
While an agile IT team is a prerequisite whatever the 
archetype, other elements are archetype specific, 
for example:"
